order_id,customer_id,product_id,order_date,channel,quantity,unit_price,status
128,60,4,2025-08-15,Offline Trade,3,58.85,refunded
129,91,13,2025-08-15,Offline Trade,5,21.93,completed
130,114,1,2025-09-20,Website,2,58.46,completed
131,245,1,2025-02-26,eBay,4,58.46,cancelled
132,466,7,2025-09-27,eBay,4,112.57,completed
133,209,2,2025-07-22,Website,2,40.62,completed
134,5,2,2025-06-04,Amazon,2,40.62,completed
135,422,5,2025-05-29,eBay,3,111.48,completed
136,158,13,2025-09-12,Offline Trade,1,21.93,completed
137,161,6,2025-07-14,Amazon,2,78.01,cancelled
138,25,9,2025-12-09,eBay,5,109.74,completed
139,95,5,2025-01-22,Offline Trade,4,111.48,completed
140,95,9,2025-02-09,eBay,4,109.74,cancelled
141,308,5,2025-10-21,Offline Trade,4,111.48,refunded
142,476,8,2025-02-28,Offline Trade,3,68.99,completed
143,89,12,2025-03-29,Offline Trade,3,71.75,completed
144,179,14,2025-08-12,Website,1,86.37,completed
145,439,1,2025-10-29,Offline Trade,4,58.46,cancelled
146,425,5,2025-07-22,eBay,1,111.48,completed
147,39,10,2025-06-20,Amazon,2,16.0,completed
148,371,14,2025-11-21,Website,5,86.37,cancelled
149,97,3,2025-04-10,eBay,5,87.18,completed
150,139,12,2025-05-01,Website,2,71.75,completed
151,302,15,2025-04-12,Amazon,3,64.05,cancelled
152,197,5,2025-12-02,Website,2,111.48,completed
153,19,15,2025-08-26,Offline Trade,4,64.05,cancelled
154,388,1,2025-06-15,eBay,5,58.46,completed
155,146,16,2025-02-04,Offline Trade,4,17.01,refunded
156,29,11,2025-05-21,Website,3,42.45,completed
157,490,5,2025-02-07,eBay,5,111.48,refunded
158,213,7,2025-01-20,Website,4,112.57,completed
159,397,15,2025-02-09,Website,3,64.05,cancelled
160,30,1,2025-09-17,Offline Trade,5,58.46,refunded
161,385,2,2025-10-11,Website,5,40.62,refunded
162,65,15,2025-11-30,Amazon,5,64.05,completed
163,99,3,2025-09-01,Amazon,5,87.18,completed
164,237,5,2025-02-22,eBay,4,111.48,completed
165,179,6,2025-11-27,Amazon,5,78.01,completed
166,294,13,2025-12-29,Offline Trade,2,21.93,refunded
167,170,7,2025-09-25,Amazon,5,112.57,completed
168,255,8,2025-05-25,Offline Trade,3,68.99,refunded
169,47,9,2025-12-14,Website,3,109.74,completed
170,64,3,2025-06-18,Website,1,87.18,cancelled
171,493,10,2025-05-26,eBay,4,16.0,cancelled
172,259,10,2025-06-20,Website,2,16.0,cancelled
173,499,16,2025-06-29,eBay,2,17.01,refunded
174,27,15,2025-11-01,Website,2,64.05,completed
175,91,11,2025-07-12,eBay,5,42.45,completed
176,124,2,2025-02-17,Offline Trade,5,40.62,cancelled
177,94,1,2025-01-10,eBay,3,58.46,completed
178,311,3,2025-04-20,eBay,2,87.18,refunded
179,482,6,2025-04-26,Amazon,2,78.01,completed
180,254,1,2025-06-01,Website,1,58.46,cancelled
181,389,1,2025-09-27,Website,5,58.46,completed
182,410,12,2025-03-09,Offline Trade,5,71.75,completed
183,109,1,2025-04-03,Amazon,2,58.46,refunded
184,157,10,2025-07-30,eBay,1,16.0,completed
185,360,5,2025-11-09,eBay,4,111.48,refunded
186,322,1,2025-10-01,Amazon,2,58.46,completed
187,259,3,2025-04-10,eBay,4,87.18,cancelled
188,268,1,2025-08-25,eBay,4,58.46,refunded
189,88,14,2025-09-28,Offline Trade,5,86.37,completed
190,229,13,2025-11-06,Amazon,2,21.93,completed
191,3,16,2025-11-25,Offline Trade,1,17.01,completed
192,398,7,2025-02-22,Website,5,112.57,completed
193,261,8,2025-03-24,eBay,1,68.99,refunded
194,202,8,2025-03-17,Offline Trade,5,68.99,completed
195,328,7,2025-08-19,eBay,2,112.57,completed
196,124,8,2025-01-28,Offline Trade,4,68.99,cancelled
197,70,10,2025-05-01,Offline Trade,3,16.0,completed
198,218,6,2025-04-25,Website,3,78.01,completed
199,276,6,2025-11-29,eBay,1,78.01,completed
200,271,14,2025-01-20,eBay,2,86.37,refunded
201,134,1,2025-12-28,Offline Trade,2,58.46,refunded
202,412,10,2025-01-03,Website,5,16.0,completed
203,482,8,2025-04-21,Amazon,3,68.99,cancelled
204,465,8,2025-09-28,Offline Trade,5,68.99,completed
205,448,11,2025-05-02,eBay,3,42.45,completed
206,157,10,2025-05-03,Offline Trade,1,16.0,cancelled
207,211,1,2025-02-02,Website,4,58.46,refunded
208,153,9,2025-10-02,Website,5,109.74,cancelled
209,14,8,2025-05-04,Amazon,5,68.99,completed
210,163,11,2025-01-01,eBay,4,42.45,completed
211,118,7,2025-08-02,Amazon,5,112.57,completed
212,148,4,2025-07-04,Website,5,58.85,cancelled
213,485,15,2025-09-17,Website,5,64.05,refunded
214,153,5,2025-01-23,Offline Trade,4,111.48,completed
215,459,8,2025-01-09,eBay,3,68.99,completed
216,59,9,2025-05-04,Website,3,109.74,cancelled
217,23,7,2025-03-10,Website,3,112.57,completed
218,216,4,2025-06-23,Amazon,5,58.85,refunded
219,33,9,2025-11-20,Amazon,4,109.74,completed
220,102,11,2025-08-23,Website,1,42.45,completed
221,409,7,2025-01-23,Amazon,2,112.57,completed
222,123,4,2025-06-08,Offline Trade,3,58.85,cancelled
223,106,8,2025-05-10,Website,4,68.99,completed
224,218,11,2025-07-02,Website,3,42.45,completed
225,149,9,2025-03-05,eBay,3,109.74,refunded
226,13,11,2025-08-14,Offline Trade,4,42.45,completed
227,271,1,2025-09-12,Offline Trade,2,58.46,completed
228,52,1,2025-05-17,Website,5,58.46,refunded
229,239,7,2025-08-09,Amazon,1,112.57,cancelled
230,309,15,2025-06-14,Website,3,64.05,completed
231,191,1,2025-12-05,eBay,3,58.46,completed
232,479,16,2025-11-05,Offline Trade,4,17.01,completed
233,314,10,2025-06-29,Offline Trade,4,16.0,completed
234,49,7,2025-11-11,Offline Trade,3,112.57,completed
235,366,1,2025-02-08,Offline Trade,1,58.46,completed
236,185,3,2025-12-14,Amazon,5,87.18,completed
237,167,16,2025-11-08,Offline Trade,2,17.01,completed
238,316,4,2025-02-04,Amazon,2,58.85,completed
239,316,8,2025-07-16,Website,3,68.99,cancelled
240,396,2,2025-12-14,Offline Trade,2,40.62,completed
241,86,7,2025-08-16,Website,3,112.57,cancelled
242,334,15,2025-09-29,eBay,2,64.05,refunded
243,85,9,2025-11-29,eBay,3,109.74,completed
244,444,10,2025-01-14,Amazon,1,16.0,refunded
245,334,5,2025-07-18,Website,5,111.48,completed
246,229,3,2025-12-27,Offline Trade,3,87.18,completed
247,119,12,2025-05-27,Offline Trade,5,71.75,completed
248,282,8,2025-03-11,Website,1,68.99,refunded
249,307,13,2025-08-16,Website,2,21.93,completed
250,310,12,2025-12-30,Website,3,71.75,cancelled
251,100,16,2025-05-29,eBay,5,17.01,completed
252,43,12,2025-07-05,Amazon,2,71.75,completed
253,143,12,2025-03-13,Amazon,2,71.75,refunded
254,49,5,2025-07-04,eBay,1,111.48,refunded
255,131,2,2025-03-08,Website,5,40.62,completed
256,386,16,2025-07-23,Offline Trade,3,17.01,cancelled
257,415,14,2025-07-29,Website,4,86.37,completed
258,120,5,2025-11-25,Website,3,111.48,refunded
259,79,6,2025-12-15,eBay,4,78.01,completed
260,313,3,2025-11-24,Amazon,5,87.18,completed
261,108,3,2025-09-15,Website,4,87.18,completed
262,191,1,2025-03-20,eBay,5,58.46,completed
263,244,16,2025-06-15,Amazon,2,17.01,completed
264,180,10,2025-05-26,Website,5,16.0,completed
265,33,1,2025-11-22,eBay,2,58.46,completed
266,272,7,2025-11-11,Website,3,112.57,cancelled
267,265,12,2025-10-31,Amazon,2,71.75,completed
268,295,16,2025-11-06,eBay,5,17.01,cancelled
269,347,9,2025-01-15,Website,1,109.74,completed
270,474,2,2025-05-16,Amazon,5,40.62,cancelled
271,213,14,2025-11-13,Website,4,86.37,refunded
272,353,12,2025-05-29,eBay,5,71.75,refunded
273,153,9,2025-12-17,Offline Trade,2,109.74,completed
274,280,8,2025-02-07,Website,4,68.99,completed
275,377,7,2025-08-01,Offline Trade,4,112.57,refunded
276,265,11,2025-06-24,Amazon,2,42.45,completed
277,483,14,2025-06-26,Offline Trade,3,86.37,completed
278,368,13,2025-09-21,Website,3,21.93,completed
279,403,9,2025-08-27,Website,2,109.74,completed
280,346,13,2025-05-07,Amazon,4,21.93,completed
281,55,8,2025-05-29,Offline Trade,1,68.99,cancelled
282,492,10,2025-05-08,Amazon,4,16.0,completed
283,114,10,2025-06-10,Amazon,5,16.0,completed
284,363,9,2025-09-21,Offline Trade,4,109.74,refunded
285,445,1,2025-09-12,Website,3,58.46,completed
286,486,15,2025-09-16,Offline Trade,4,64.05,completed
287,250,15,2025-10-26,eBay,2,64.05,completed
288,100,3,2025-05-25,Offline Trade,1,87.18,cancelled
289,426,10,2025-05-27,Website,4,16.0,completed
290,290,16,2025-03-10,eBay,4,17.01,completed
291,252,11,2025-07-07,Website,4,42.45,refunded
292,451,6,2025-10-19,Amazon,1,78.01,completed
293,384,13,2025-05-28,Website,5,21.93,refunded
294,446,12,2025-08-19,eBay,5,71.75,cancelled
295,151,14,2025-03-02,Amazon,5,86.37,completed
296,298,16,2025-07-11,eBay,4,17.01,cancelled
297,473,9,2025-03-15,Amazon,3,109.74,cancelled
298,358,4,2025-07-25,Website,5,58.85,completed
299,58,1,2025-03-12,eBay,1,58.46,refunded
300,189,7,2025-08-22,Amazon,5,112.57,cancelled
301,190,16,2025-03-13,eBay,5,17.01,cancelled
302,381,14,2025-03-25,Offline Trade,3,86.37,cancelled
303,368,5,2025-10-31,eBay,3,111.48,cancelled
304,328,14,2025-09-30,Offline Trade,5,86.37,cancelled
305,401,5,2025-09-01,Website,3,111.48,completed
306,53,3,2025-12-11,Website,3,87.18,refunded
307,69,2,2025-06-07,Website,5,40.62,cancelled
308,99,2,2025-05-16,Amazon,4,40.62,completed
309,159,16,2025-09-03,Amazon,5,17.01,cancelled
310,490,14,2025-07-14,Amazon,5,86.37,completed
311,381,16,2025-10-21,Website,1,17.01,completed
312,376,15,2025-08-14,eBay,1,64.05,refunded
313,218,14,2025-07-31,Amazon,2,86.37,refunded
314,69,13,2025-11-10,Offline Trade,5,21.93,completed
315,346,8,2025-09-23,Amazon,2,68.99,cancelled
316,385,12,2025-12-06,Offline Trade,3,71.75,cancelled
317,404,3,2025-06-10,Amazon,4,87.18,refunded
318,183,9,2025-06-25,eBay,5,109.74,completed
319,204,1,2025-09-05,Amazon,5,58.46,completed
320,63,15,2025-10-13,eBay,3,64.05,completed
321,83,16,2025-05-28,Amazon,3,17.01,refunded
322,212,16,2025-09-03,eBay,3,17.01,cancelled
323,100,15,2025-05-28,Website,3,64.05,cancelled
324,420,15,2025-07-14,Offline Trade,5,64.05,completed
325,394,8,2025-05-29,Website,2,68.99,completed
326,411,13,2025-06-27,Offline Trade,1,21.93,completed
327,174,2,2025-04-20,Amazon,4,40.62,cancelled
328,417,12,2025-10-15,eBay,3,71.75,completed
329,7,12,2025-11-12,Amazon,1,71.75,completed
330,463,6,2025-12-09,Amazon,1,78.01,completed
331,404,1,2025-02-21,Offline Trade,1,58.46,completed
332,116,4,2025-02-21,Amazon,4,58.85,completed
333,389,7,2025-03-22,Offline Trade,5,112.57,refunded
334,397,9,2025-11-30,Amazon,4,109.74,completed
335,48,9,2025-05-27,Website,3,109.74,completed
336,430,15,2025-04-29,Website,5,64.05,completed
337,334,12,2025-04-01,Website,4,71.75,refunded
338,53,6,2025-04-06,eBay,4,78.01,completed
339,197,16,2025-06-02,Website,1,17.01,completed
340,128,4,2025-08-21,Offline Trade,3,58.85,completed
341,66,3,2025-08-28,eBay,5,87.18,completed
342,477,12,2025-06-19,Amazon,1,71.75,refunded
343,263,13,2025-04-06,Website,3,21.93,completed
344,444,12,2025-10-18,Amazon,3,71.75,completed
345,202,8,2025-11-24,Offline Trade,5,68.99,refunded
346,145,3,2025-06-17,Website,5,87.18,refunded
347,389,7,2025-04-05,Amazon,1,112.57,refunded
348,29,5,2025-05-08,Website,3,111.48,completed
349,252,15,2025-05-01,Offline Trade,4,64.05,completed
350,72,9,2025-06-04,Website,3,109.74,completed
351,72,14,2025-12-21,Amazon,3,86.37,completed
352,38,6,2025-08-27,eBay,1,78.01,completed
353,8,2,2025-12-18,eBay,4,40.62,completed
354,167,1,2025-07-08,Amazon,3,58.46,completed
355,469,5,2025-09-02,Amazon,2,111.48,refunded
356,420,7,2025-07-11,Offline Trade,5,112.57,cancelled
357,165,9,2025-10-03,Amazon,4,109.74,completed
358,347,11,2025-02-11,Offline Trade,5,42.45,cancelled
359,412,1,2025-02-09,Website,3,58.46,completed
360,481,13,2025-09-16,Amazon,5,21.93,cancelled
361,53,8,2025-03-18,Amazon,5,68.99,completed
362,221,14,2025-08-15,Website,5,86.37,completed
363,480,13,2025-09-08,Website,5,21.93,cancelled
364,178,16,2025-01-29,Offline Trade,4,17.01,completed
365,173,15,2025-08-01,Offline Trade,5,64.05,cancelled
366,336,10,2025-10-14,Offline Trade,1,16.0,completed
367,190,13,2025-07-22,eBay,1,21.93,completed
368,77,2,2025-10-24,Website,2,40.62,completed
369,450,6,2025-06-26,Website,4,78.01,cancelled
370,385,7,2025-02-05,Offline Trade,1,112.57,completed
371,285,15,2025-07-29,Amazon,3,64.05,completed
372,361,12,2025-07-11,Offline Trade,4,71.75,refunded
373,113,6,2025-07-12,Website,4,78.01,cancelled
374,472,5,2025-12-01,eBay,2,111.48,completed
375,295,9,2025-10-03,Offline Trade,2,109.74,cancelled
376,453,2,2025-04-25,Website,2,40.62,completed
377,170,4,2025-08-26,Offline Trade,3,58.85,cancelled
378,476,12,2025-04-28,Amazon,4,71.75,refunded
379,452,8,2025-03-21,eBay,3,68.99,completed
380,35,10,2025-01-17,Offline Trade,1,16.0,cancelled
381,78,13,2025-05-04,Amazon,1,21.93,completed
382,270,16,2025-11-01,Website,1,17.01,refunded
383,456,4,2025-12-11,Website,5,58.85,completed
384,231,10,2025-07-25,Offline Trade,1,16.0,completed
385,76,6,2025-04-22,Website,5,78.01,completed
386,183,6,2025-05-29,Amazon,5,78.01,cancelled
387,257,16,2025-10-23,eBay,3,17.01,completed
388,359,1,2025-03-15,Amazon,3,58.46,refunded
389,324,3,2025-05-21,Website,3,87.18,cancelled
390,82,3,2025-03-31,Offline Trade,5,87.18,cancelled
391,334,14,2025-01-25,eBay,4,86.37,refunded
392,160,15,2025-06-13,Offline Trade,5,64.05,refunded
393,323,15,2025-06-03,Offline Trade,2,64.05,completed
394,394,1,2025-08-31,Amazon,5,58.46,completed
395,139,15,2025-12-29,Amazon,3,64.05,refunded
396,230,8,2025-10-15,Offline Trade,1,68.99,refunded
397,241,9,2025-09-29,Amazon,5,109.74,refunded
398,486,7,2025-05-11,Amazon,2,112.57,completed
399,18,16,2025-08-19,eBay,1,17.01,completed
400,341,14,2025-04-08,Website,5,86.37,completed
401,246,9,2025-12-11,Website,4,109.74,completed
402,450,11,2025-10-28,Amazon,2,42.45,refunded
403,221,14,2025-06-20,eBay,2,86.37,completed
404,379,6,2025-04-08,Website,2,78.01,refunded
405,480,6,2025-12-23,Amazon,2,78.01,refunded
406,106,9,2025-10-10,eBay,2,109.74,completed
407,43,9,2025-08-27,eBay,4,109.74,completed
408,404,2,2025-07-04,Offline Trade,3,40.62,refunded
409,117,16,2025-08-29,eBay,1,17.01,completed
410,100,10,2025-06-10,Offline Trade,3,16.0,completed
411,492,3,2025-04-24,Amazon,5,87.18,completed
412,206,14,2025-10-11,Offline Trade,3,86.37,completed
413,184,15,2025-04-11,eBay,2,64.05,completed
414,193,13,2025-10-19,Amazon,4,21.93,refunded
415,181,4,2025-12-02,eBay,5,58.85,completed
416,286,5,2025-11-25,Offline Trade,4,111.48,refunded
417,243,13,2025-06-30,Amazon,2,21.93,completed
418,462,12,2025-09-08,Amazon,5,71.75,cancelled
419,482,13,2025-09-26,Website,1,21.93,completed
420,39,3,2025-01-04,Offline Trade,1,87.18,completed
421,59,15,2025-02-04,Amazon,2,64.05,completed
422,219,16,2025-09-16,Offline Trade,2,17.01,completed
423,64,7,2025-11-13,Offline Trade,1,112.57,refunded
424,363,4,2025-01-04,Offline Trade,1,58.85,completed
425,161,12,2025-09-29,eBay,1,71.75,cancelled
426,486,8,2025-01-09,Offline Trade,3,68.99,completed
427,9,9,2025-02-19,Amazon,1,109.74,completed
428,326,14,2025-11-14,eBay,2,86.37,completed
429,416,3,2025-07-23,Website,3,87.18,completed
430,276,4,2025-08-24,Amazon,4,58.85,completed
431,455,4,2025-12-17,Website,3,58.85,completed
432,377,5,2025-07-27,Offline Trade,1,111.48,refunded
433,468,10,2025-09-01,Website,5,16.0,completed
434,457,3,2025-02-12,Offline Trade,2,87.18,refunded
435,482,14,2025-10-17,Website,3,86.37,cancelled
436,116,12,2025-04-28,Amazon,1,71.75,cancelled
437,80,6,2025-05-19,Website,4,78.01,completed
438,466,10,2025-10-06,Website,3,16.0,completed
439,177,4,2025-01-09,Amazon,3,58.85,cancelled
440,25,9,2025-12-31,Offline Trade,2,109.74,completed
441,421,15,2025-03-25,Amazon,3,64.05,cancelled
442,22,12,2025-12-13,eBay,4,71.75,refunded
443,8,16,2025-12-19,Website,2,17.01,cancelled
444,247,11,2025-01-28,Website,3,42.45,refunded
445,271,9,2025-02-08,eBay,2,109.74,cancelled
446,447,2,2025-11-01,Offline Trade,5,40.62,completed
447,469,8,2025-11-21,eBay,1,68.99,refunded
448,149,8,2025-04-27,eBay,4,68.99,cancelled
449,460,3,2025-08-10,Amazon,4,87.18,cancelled
450,139,2,2025-02-13,eBay,4,40.62,completed
451,173,5,2025-02-12,eBay,1,111.48,completed
452,148,11,2025-12-31,Amazon,4,42.45,refunded
453,188,1,2025-07-04,Website,3,58.46,completed
454,117,14,2025-06-07,Offline Trade,1,86.37,completed
455,119,1,2025-02-22,Amazon,3,58.46,completed
456,39,13,2025-08-09,Offline Trade,2,21.93,cancelled
457,181,3,2025-09-20,Offline Trade,5,87.18,completed
458,46,6,2025-02-15,eBay,1,78.01,cancelled
459,327,15,2025-11-02,eBay,1,64.05,refunded
460,98,11,2025-05-30,Offline Trade,1,42.45,refunded
461,78,15,2025-10-14,Amazon,1,64.05,cancelled
462,238,4,2025-03-28,Offline Trade,5,58.85,completed
463,176,3,2025-05-18,eBay,2,87.18,completed
464,315,10,2025-03-16,Website,4,16.0,completed
465,59,11,2025-05-22,Offline Trade,4,42.45,completed
466,224,2,2025-02-09,eBay,4,40.62,completed
467,159,10,2025-11-17,Offline Trade,2,16.0,cancelled
468,100,8,2025-04-11,Offline Trade,5,68.99,completed
469,392,13,2025-06-05,Website,2,21.93,refunded
470,104,14,2025-11-14,Offline Trade,3,86.37,completed
471,183,9,2025-06-21,Offline Trade,4,109.74,cancelled
472,110,5,2025-06-03,eBay,2,111.48,cancelled
473,409,2,2025-09-03,eBay,2,40.62,completed
474,181,14,2025-06-13,eBay,4,86.37,refunded
475,226,8,2025-05-05,eBay,5,68.99,refunded
476,85,15,2025-07-21,eBay,3,64.05,completed
477,310,2,2025-04-13,Amazon,5,40.62,cancelled
478,199,6,2025-08-25,Amazon,1,78.01,refunded
479,439,1,2025-12-21,Website,3,58.46,refunded
480,296,15,2025-03-13,eBay,4,64.05,completed
481,143,11,2025-12-04,Amazon,3,42.45,refunded
482,283,5,2025-02-07,Offline Trade,4,111.48,cancelled
483,487,15,2025-10-26,Offline Trade,4,64.05,cancelled
484,349,9,2025-12-21,Offline Trade,5,109.74,cancelled
485,471,1,2025-07-04,Website,1,58.46,completed
486,438,6,2025-12-03,eBay,2,78.01,completed
487,227,2,2025-01-23,Offline Trade,5,40.62,completed
488,429,9,2025-02-24,Website,4,109.74,completed
489,454,10,2025-04-24,Amazon,3,16.0,refunded
490,180,16,2025-07-20,Offline Trade,3,17.01,cancelled
491,151,8,2025-03-19,eBay,5,68.99,completed
492,375,3,2025-02-23,eBay,4,87.18,refunded
493,405,10,2025-03-01,Amazon,1,16.0,completed
494,197,14,2025-06-25,Offline Trade,3,86.37,completed
495,275,11,2025-09-05,eBay,5,42.45,refunded
496,57,6,2025-08-13,Offline Trade,1,78.01,completed
497,120,3,2025-06-03,Website,1,87.18,completed
498,272,5,2025-06-25,Website,1,111.48,completed
499,295,7,2025-09-22,Amazon,2,112.57,cancelled
500,258,4,2025-06-19,Offline Trade,2,58.85,refunded
501,73,8,2025-07-27,Amazon,2,68.99,completed
502,436,3,2025-07-22,Website,4,87.18,cancelled
503,394,2,2025-08-19,Offline Trade,2,40.62,refunded
504,487,8,2025-12-27,Amazon,1,68.99,completed
505,278,10,2025-12-27,Website,3,16.0,cancelled
506,243,7,2025-10-02,Amazon,1,112.57,completed
507,73,5,2025-04-11,Offline Trade,3,111.48,completed
508,341,8,2025-12-10,Offline Trade,3,68.99,cancelled
