order_id,customer_id,product_id,order_date,channel,quantity,unit_price,status,gross_revenue
71,28,7,2025-11-23,eBay,4,112.57,completed,450.28
72,148,1,2025-08-30,Website,2,58.46,cancelled,116.92
73,329,16,2025-06-17,Amazon,5,17.01,completed,85.05
74,203,15,2025-12-25,eBay,4,64.05,refunded,256.2
75,230,5,2025-03-13,Website,1,111.48,completed,111.48
76,326,1,2025-09-10,Website,3,58.46,completed,175.38
77,97,13,2025-10-03,Amazon,2,21.93,refunded,43.86
78,455,9,2025-07-09,Offline Trade,4,109.74,cancelled,438.96
79,468,6,2025-08-01,Website,2,78.01,refunded,156.02
80,229,16,2025-07-28,eBay,5,17.01,completed,85.05
81,325,1,2025-04-22,Offline Trade,3,58.46,refunded,175.38
82,385,9,2025-07-05,Website,2,109.74,completed,219.48
83,62,10,2025-11-27,eBay,5,16.0,completed,80.0
84,168,12,2025-05-22,Amazon,4,71.75,completed,287.0
85,131,2,2025-02-16,Amazon,4,40.62,cancelled,162.48
86,219,6,2025-01-26,eBay,1,78.01,completed,78.01
87,334,16,2025-10-17,Amazon,2,17.01,completed,34.02
88,79,13,2025-04-17,Amazon,5,21.93,completed,109.65
89,100,5,2025-03-17,Website,3,111.48,completed,334.44
90,46,12,2025-03-08,eBay,2,71.75,completed,143.5
91,191,16,2025-12-05,Website,1,17.01,completed,17.01
92,368,10,2025-07-03,Amazon,1,16.0,cancelled,16.0
93,160,4,2025-01-09,Amazon,3,58.85,completed,176.55
94,325,12,2025-03-06,Offline Trade,1,71.75,cancelled,71.75
95,337,6,2025-02-02,Offline Trade,1,78.01,refunded,78.01
96,66,11,2025-09-20,Website,3,42.45,refunded,127.35
97,370,12,2025-04-24,Website,5,71.75,cancelled,358.75
98,383,13,2025-08-23,Website,3,21.93,completed,65.79
99,82,5,2025-07-25,Offline Trade,4,111.48,completed,445.92
100,206,16,2025-12-31,Offline Trade,4,17.01,completed,68.04
101,349,11,2025-06-14,Amazon,1,42.45,completed,42.45
102,309,2,2025-05-21,eBay,2,40.62,refunded,81.24
103,200,8,2025-09-29,eBay,5,68.99,refunded,344.95
104,209,6,2025-11-06,Offline Trade,5,78.01,completed,390.05
105,232,12,2025-12-02,Amazon,1,71.75,refunded,71.75
106,184,2,2025-04-27,Offline Trade,4,40.62,completed,162.48
107,110,4,2025-07-24,Offline Trade,4,58.85,completed,235.4
108,284,13,2025-08-07,eBay,3,21.93,completed,65.79
109,213,12,2025-03-20,Offline Trade,3,71.75,completed,215.25
110,283,8,2025-02-13,Website,1,68.99,refunded,68.99
111,345,16,2025-07-10,Amazon,1,17.01,cancelled,17.01
112,189,7,2025-10-28,eBay,1,112.57,completed,112.57
113,458,10,2025-07-01,Offline Trade,4,16.0,completed,64.0
114,99,10,2025-11-04,eBay,3,16.0,completed,48.0
115,301,16,2025-10-23,Amazon,1,17.01,completed,17.01
116,362,13,2025-04-25,Website,4,21.93,completed,87.72
117,345,16,2025-07-08,Website,5,17.01,completed,85.05
118,224,10,2025-04-26,Offline Trade,5,16.0,cancelled,80.0
119,28,10,2025-11-11,Website,5,16.0,cancelled,80.0
120,102,4,2025-01-15,Amazon,3,58.85,completed,176.55
121,58,10,2025-06-23,eBay,3,16.0,completed,48.0
122,373,8,2025-03-15,Offline Trade,2,68.99,completed,137.98
123,266,5,2025-11-21,Website,2,111.48,completed,222.96
124,229,10,2025-04-21,Offline Trade,5,16.0,refunded,80.0
125,330,15,2025-06-24,Amazon,4,64.05,completed,256.2
126,174,2,2025-06-16,Website,3,40.62,completed,121.86
127,172,12,2025-03-22,Website,2,71.75,completed,143.5
128,60,4,2025-08-15,Offline Trade,3,58.85,refunded,176.55
129,91,13,2025-08-15,Offline Trade,5,21.93,completed,109.65
130,114,1,2025-09-20,Website,2,58.46,completed,116.92
131,245,1,2025-02-26,eBay,4,58.46,cancelled,233.84
132,466,7,2025-09-27,eBay,4,112.57,completed,450.28
133,209,2,2025-07-22,Website,2,40.62,completed,81.24
134,5,2,2025-06-04,Amazon,2,40.62,completed,81.24
135,422,5,2025-05-29,eBay,3,111.48,completed,334.44
136,158,13,2025-09-12,Offline Trade,1,21.93,completed,21.93
137,161,6,2025-07-14,Amazon,2,78.01,cancelled,156.02
138,25,9,2025-12-09,eBay,5,109.74,completed,548.7
139,95,5,2025-01-22,Offline Trade,4,111.48,completed,445.92
140,95,9,2025-02-09,eBay,4,109.74,cancelled,438.96
141,308,5,2025-10-21,Offline Trade,4,111.48,refunded,445.92
142,476,8,2025-02-28,Offline Trade,3,68.99,completed,206.97
143,89,12,2025-03-29,Offline Trade,3,71.75,completed,215.25
144,179,14,2025-08-12,Website,1,86.37,completed,86.37
145,439,1,2025-10-29,Offline Trade,4,58.46,cancelled,233.84
146,425,5,2025-07-22,eBay,1,111.48,completed,111.48
147,39,10,2025-06-20,Amazon,2,16.0,completed,32.0
148,371,14,2025-11-21,Website,5,86.37,cancelled,431.85
149,97,3,2025-04-10,eBay,5,87.18,completed,435.9
150,139,12,2025-05-01,Website,2,71.75,completed,143.5
151,302,15,2025-04-12,Amazon,3,64.05,cancelled,192.15
152,197,5,2025-12-02,Website,2,111.48,completed,222.96
153,19,15,2025-08-26,Offline Trade,4,64.05,cancelled,256.2
154,388,1,2025-06-15,eBay,5,58.46,completed,292.3
155,146,16,2025-02-04,Offline Trade,4,17.01,refunded,68.04
156,29,11,2025-05-21,Website,3,42.45,completed,127.35
157,490,5,2025-02-07,eBay,5,111.48,refunded,557.4
158,213,7,2025-01-20,Website,4,112.57,completed,450.28
159,397,15,2025-02-09,Website,3,64.05,cancelled,192.15
160,30,1,2025-09-17,Offline Trade,5,58.46,refunded,292.3
161,385,2,2025-10-11,Website,5,40.62,refunded,203.1
162,65,15,2025-11-30,Amazon,5,64.05,completed,320.25
163,99,3,2025-09-01,Amazon,5,87.18,completed,435.9
164,237,5,2025-02-22,eBay,4,111.48,completed,445.92
165,179,6,2025-11-27,Amazon,5,78.01,completed,390.05
166,294,13,2025-12-29,Offline Trade,2,21.93,refunded,43.86
167,170,7,2025-09-25,Amazon,5,112.57,completed,562.85
168,255,8,2025-05-25,Offline Trade,3,68.99,refunded,206.97
169,47,9,2025-12-14,Website,3,109.74,completed,329.22
170,64,3,2025-06-18,Website,1,87.18,cancelled,87.18
171,493,10,2025-05-26,eBay,4,16.0,cancelled,64.0
172,259,10,2025-06-20,Website,2,16.0,cancelled,32.0
173,499,16,2025-06-29,eBay,2,17.01,refunded,34.02
174,27,15,2025-11-01,Website,2,64.05,completed,128.1
175,91,11,2025-07-12,eBay,5,42.45,completed,212.25
176,124,2,2025-02-17,Offline Trade,5,40.62,cancelled,203.1
177,94,1,2025-01-10,eBay,3,58.46,completed,175.38
178,311,3,2025-04-20,eBay,2,87.18,refunded,174.36
179,482,6,2025-04-26,Amazon,2,78.01,completed,156.02
180,254,1,2025-06-01,Website,1,58.46,cancelled,58.46
181,389,1,2025-09-27,Website,5,58.46,completed,292.3
182,410,12,2025-03-09,Offline Trade,5,71.75,completed,358.75
183,109,1,2025-04-03,Amazon,2,58.46,refunded,116.92
184,157,10,2025-07-30,eBay,1,16.0,completed,16.0
185,360,5,2025-11-09,eBay,4,111.48,refunded,445.92
186,322,1,2025-10-01,Amazon,2,58.46,completed,116.92
187,259,3,2025-04-10,eBay,4,87.18,cancelled,348.72
188,268,1,2025-08-25,eBay,4,58.46,refunded,233.84
189,88,14,2025-09-28,Offline Trade,5,86.37,completed,431.85
190,229,13,2025-11-06,Amazon,2,21.93,completed,43.86
191,3,16,2025-11-25,Offline Trade,1,17.01,completed,17.01
192,398,7,2025-02-22,Website,5,112.57,completed,562.85
193,261,8,2025-03-24,eBay,1,68.99,refunded,68.99
194,202,8,2025-03-17,Offline Trade,5,68.99,completed,344.95
195,328,7,2025-08-19,eBay,2,112.57,completed,225.14
196,124,8,2025-01-28,Offline Trade,4,68.99,cancelled,275.96
197,70,10,2025-05-01,Offline Trade,3,16.0,completed,48.0
198,218,6,2025-04-25,Website,3,78.01,completed,234.03
199,276,6,2025-11-29,eBay,1,78.01,completed,78.01
200,271,14,2025-01-20,eBay,2,86.37,refunded,172.74
201,134,1,2025-12-28,Offline Trade,2,58.46,refunded,116.92
202,412,10,2025-01-03,Website,5,16.0,completed,80.0
203,482,8,2025-04-21,Amazon,3,68.99,cancelled,206.97
204,465,8,2025-09-28,Offline Trade,5,68.99,completed,344.95
205,448,11,2025-05-02,eBay,3,42.45,completed,127.35
206,157,10,2025-05-03,Offline Trade,1,16.0,cancelled,16.0
207,211,1,2025-02-02,Website,4,58.46,refunded,233.84
208,153,9,2025-10-02,Website,5,109.74,cancelled,548.7
209,14,8,2025-05-04,Amazon,5,68.99,completed,344.95
210,163,11,2025-01-01,eBay,4,42.45,completed,169.8
211,118,7,2025-08-02,Amazon,5,112.57,completed,562.85
212,148,4,2025-07-04,Website,5,58.85,cancelled,294.25
213,485,15,2025-09-17,Website,5,64.05,refunded,320.25
214,153,5,2025-01-23,Offline Trade,4,111.48,completed,445.92
215,459,8,2025-01-09,eBay,3,68.99,completed,206.97
216,59,9,2025-05-04,Website,3,109.74,cancelled,329.22
217,23,7,2025-03-10,Website,3,112.57,completed,337.71
218,216,4,2025-06-23,Amazon,5,58.85,refunded,294.25
219,33,9,2025-11-20,Amazon,4,109.74,completed,438.96
220,102,11,2025-08-23,Website,1,42.45,completed,42.45
221,409,7,2025-01-23,Amazon,2,112.57,completed,225.14
222,123,4,2025-06-08,Offline Trade,3,58.85,cancelled,176.55
223,106,8,2025-05-10,Website,4,68.99,completed,275.96
224,218,11,2025-07-02,Website,3,42.45,completed,127.35
225,149,9,2025-03-05,eBay,3,109.74,refunded,329.22
226,13,11,2025-08-14,Offline Trade,4,42.45,completed,169.8
227,271,1,2025-09-12,Offline Trade,2,58.46,completed,116.92
228,52,1,2025-05-17,Website,5,58.46,refunded,292.3
229,239,7,2025-08-09,Amazon,1,112.57,cancelled,112.57
230,309,15,2025-06-14,Website,3,64.05,completed,192.15
231,191,1,2025-12-05,eBay,3,58.46,completed,175.38
232,479,16,2025-11-05,Offline Trade,4,17.01,completed,68.04
233,314,10,2025-06-29,Offline Trade,4,16.0,completed,64.0
234,49,7,2025-11-11,Offline Trade,3,112.57,completed,337.71
235,366,1,2025-02-08,Offline Trade,1,58.46,completed,58.46
236,185,3,2025-12-14,Amazon,5,87.18,completed,435.9
237,167,16,2025-11-08,Offline Trade,2,17.01,completed,34.02
238,316,4,2025-02-04,Amazon,2,58.85,completed,117.7
239,316,8,2025-07-16,Website,3,68.99,cancelled,206.97
240,396,2,2025-12-14,Offline Trade,2,40.62,completed,81.24
241,86,7,2025-08-16,Website,3,112.57,cancelled,337.71
242,334,15,2025-09-29,eBay,2,64.05,refunded,128.1
243,85,9,2025-11-29,eBay,3,109.74,completed,329.22
244,444,10,2025-01-14,Amazon,1,16.0,refunded,16.0
245,334,5,2025-07-18,Website,5,111.48,completed,557.4
246,229,3,2025-12-27,Offline Trade,3,87.18,completed,261.54
247,119,12,2025-05-27,Offline Trade,5,71.75,completed,358.75
248,282,8,2025-03-11,Website,1,68.99,refunded,68.99
249,307,13,2025-08-16,Website,2,21.93,completed,43.86
250,310,12,2025-12-30,Website,3,71.75,cancelled,215.25
251,100,16,2025-05-29,eBay,5,17.01,completed,85.05
252,43,12,2025-07-05,Amazon,2,71.75,completed,143.5
253,143,12,2025-03-13,Amazon,2,71.75,refunded,143.5
254,49,5,2025-07-04,eBay,1,111.48,refunded,111.48
255,131,2,2025-03-08,Website,5,40.62,completed,203.1
256,386,16,2025-07-23,Offline Trade,3,17.01,cancelled,51.03
257,415,14,2025-07-29,Website,4,86.37,completed,345.48
258,120,5,2025-11-25,Website,3,111.48,refunded,334.44
259,79,6,2025-12-15,eBay,4,78.01,completed,312.04
260,313,3,2025-11-24,Amazon,5,87.18,completed,435.9
261,108,3,2025-09-15,Website,4,87.18,completed,348.72
262,191,1,2025-03-20,eBay,5,58.46,completed,292.3
263,244,16,2025-06-15,Amazon,2,17.01,completed,34.02
264,180,10,2025-05-26,Website,5,16.0,completed,80.0
265,33,1,2025-11-22,eBay,2,58.46,completed,116.92
266,272,7,2025-11-11,Website,3,112.57,cancelled,337.71
267,265,12,2025-10-31,Amazon,2,71.75,completed,143.5
268,295,16,2025-11-06,eBay,5,17.01,cancelled,85.05
269,347,9,2025-01-15,Website,1,109.74,completed,109.74
270,474,2,2025-05-16,Amazon,5,40.62,cancelled,203.1
271,213,14,2025-11-13,Website,4,86.37,refunded,345.48
272,353,12,2025-05-29,eBay,5,71.75,refunded,358.75
273,153,9,2025-12-17,Offline Trade,2,109.74,completed,219.48
274,280,8,2025-02-07,Website,4,68.99,completed,275.96
275,377,7,2025-08-01,Offline Trade,4,112.57,refunded,450.28
276,265,11,2025-06-24,Amazon,2,42.45,completed,84.9
277,483,14,2025-06-26,Offline Trade,3,86.37,completed,259.11
278,368,13,2025-09-21,Website,3,21.93,completed,65.79
279,403,9,2025-08-27,Website,2,109.74,completed,219.48
280,346,13,2025-05-07,Amazon,4,21.93,completed,87.72
281,55,8,2025-05-29,Offline Trade,1,68.99,cancelled,68.99
282,492,10,2025-05-08,Amazon,4,16.0,completed,64.0
283,114,10,2025-06-10,Amazon,5,16.0,completed,80.0
284,363,9,2025-09-21,Offline Trade,4,109.74,refunded,438.96
285,445,1,2025-09-12,Website,3,58.46,completed,175.38
286,486,15,2025-09-16,Offline Trade,4,64.05,completed,256.2
287,250,15,2025-10-26,eBay,2,64.05,completed,128.1
288,100,3,2025-05-25,Offline Trade,1,87.18,cancelled,87.18
289,426,10,2025-05-27,Website,4,16.0,completed,64.0
290,290,16,2025-03-10,eBay,4,17.01,completed,68.04
291,252,11,2025-07-07,Website,4,42.45,refunded,169.8
292,451,6,2025-10-19,Amazon,1,78.01,completed,78.01
293,384,13,2025-05-28,Website,5,21.93,refunded,109.65
294,446,12,2025-08-19,eBay,5,71.75,cancelled,358.75
295,151,14,2025-03-02,Amazon,5,86.37,completed,431.85
296,298,16,2025-07-11,eBay,4,17.01,cancelled,68.04
297,473,9,2025-03-15,Amazon,3,109.74,cancelled,329.22
298,358,4,2025-07-25,Website,5,58.85,completed,294.25
299,58,1,2025-03-12,eBay,1,58.46,refunded,58.46
300,189,7,2025-08-22,Amazon,5,112.57,cancelled,562.85
301,190,16,2025-03-13,eBay,5,17.01,cancelled,85.05
302,381,14,2025-03-25,Offline Trade,3,86.37,cancelled,259.11
303,368,5,2025-10-31,eBay,3,111.48,cancelled,334.44
304,328,14,2025-09-30,Offline Trade,5,86.37,cancelled,431.85
305,401,5,2025-09-01,Website,3,111.48,completed,334.44
306,53,3,2025-12-11,Website,3,87.18,refunded,261.54
307,69,2,2025-06-07,Website,5,40.62,cancelled,203.1
308,99,2,2025-05-16,Amazon,4,40.62,completed,162.48
309,159,16,2025-09-03,Amazon,5,17.01,cancelled,85.05
310,490,14,2025-07-14,Amazon,5,86.37,completed,431.85
311,381,16,2025-10-21,Website,1,17.01,completed,17.01
312,376,15,2025-08-14,eBay,1,64.05,refunded,64.05
313,218,14,2025-07-31,Amazon,2,86.37,refunded,172.74
314,69,13,2025-11-10,Offline Trade,5,21.93,completed,109.65
315,346,8,2025-09-23,Amazon,2,68.99,cancelled,137.98
316,385,12,2025-12-06,Offline Trade,3,71.75,cancelled,215.25
317,404,3,2025-06-10,Amazon,4,87.18,refunded,348.72
318,183,9,2025-06-25,eBay,5,109.74,completed,548.7
319,204,1,2025-09-05,Amazon,5,58.46,completed,292.3
320,63,15,2025-10-13,eBay,3,64.05,completed,192.15
321,83,16,2025-05-28,Amazon,3,17.01,refunded,51.03
322,212,16,2025-09-03,eBay,3,17.01,cancelled,51.03
323,100,15,2025-05-28,Website,3,64.05,cancelled,192.15
324,420,15,2025-07-14,Offline Trade,5,64.05,completed,320.25
325,394,8,2025-05-29,Website,2,68.99,completed,137.98
326,411,13,2025-06-27,Offline Trade,1,21.93,completed,21.93
327,174,2,2025-04-20,Amazon,4,40.62,cancelled,162.48
328,417,12,2025-10-15,eBay,3,71.75,completed,215.25
329,7,12,2025-11-12,Amazon,1,71.75,completed,71.75
330,463,6,2025-12-09,Amazon,1,78.01,completed,78.01
331,404,1,2025-02-21,Offline Trade,1,58.46,completed,58.46
332,116,4,2025-02-21,Amazon,4,58.85,completed,235.4
333,389,7,2025-03-22,Offline Trade,5,112.57,refunded,562.85
334,397,9,2025-11-30,Amazon,4,109.74,completed,438.96
335,48,9,2025-05-27,Website,3,109.74,completed,329.22
336,430,15,2025-04-29,Website,5,64.05,completed,320.25
337,334,12,2025-04-01,Website,4,71.75,refunded,287.0
338,53,6,2025-04-06,eBay,4,78.01,completed,312.04
339,197,16,2025-06-02,Website,1,17.01,completed,17.01
340,128,4,2025-08-21,Offline Trade,3,58.85,completed,176.55
341,66,3,2025-08-28,eBay,5,87.18,completed,435.9
342,477,12,2025-06-19,Amazon,1,71.75,refunded,71.75
343,263,13,2025-04-06,Website,3,21.93,completed,65.79
344,444,12,2025-10-18,Amazon,3,71.75,completed,215.25
345,202,8,2025-11-24,Offline Trade,5,68.99,refunded,344.95
346,145,3,2025-06-17,Website,5,87.18,refunded,435.9
347,389,7,2025-04-05,Amazon,1,112.57,refunded,112.57
348,29,5,2025-05-08,Website,3,111.48,completed,334.44
349,252,15,2025-05-01,Offline Trade,4,64.05,completed,256.2
350,72,9,2025-06-04,Website,3,109.74,completed,329.22
351,72,14,2025-12-21,Amazon,3,86.37,completed,259.11
352,38,6,2025-08-27,eBay,1,78.01,completed,78.01
353,8,2,2025-12-18,eBay,4,40.62,completed,162.48
354,167,1,2025-07-08,Amazon,3,58.46,completed,175.38
355,469,5,2025-09-02,Amazon,2,111.48,refunded,222.96
356,420,7,2025-07-11,Offline Trade,5,112.57,cancelled,562.85
357,165,9,2025-10-03,Amazon,4,109.74,completed,438.96
358,347,11,2025-02-11,Offline Trade,5,42.45,cancelled,212.25
359,412,1,2025-02-09,Website,3,58.46,completed,175.38
360,481,13,2025-09-16,Amazon,5,21.93,cancelled,109.65
361,53,8,2025-03-18,Amazon,5,68.99,completed,344.95
362,221,14,2025-08-15,Website,5,86.37,completed,431.85
363,480,13,2025-09-08,Website,5,21.93,cancelled,109.65
364,178,16,2025-01-29,Offline Trade,4,17.01,completed,68.04
365,173,15,2025-08-01,Offline Trade,5,64.05,cancelled,320.25
366,336,10,2025-10-14,Offline Trade,1,16.0,completed,16.0
367,190,13,2025-07-22,eBay,1,21.93,completed,21.93
368,77,2,2025-10-24,Website,2,40.62,completed,81.24
369,450,6,2025-06-26,Website,4,78.01,cancelled,312.04
370,385,7,2025-02-05,Offline Trade,1,112.57,completed,112.57
371,285,15,2025-07-29,Amazon,3,64.05,completed,192.15
372,361,12,2025-07-11,Offline Trade,4,71.75,refunded,287.0
373,113,6,2025-07-12,Website,4,78.01,cancelled,312.04
374,472,5,2025-12-01,eBay,2,111.48,completed,222.96
375,295,9,2025-10-03,Offline Trade,2,109.74,cancelled,219.48
376,453,2,2025-04-25,Website,2,40.62,completed,81.24
377,170,4,2025-08-26,Offline Trade,3,58.85,cancelled,176.55
378,476,12,2025-04-28,Amazon,4,71.75,refunded,287.0
379,452,8,2025-03-21,eBay,3,68.99,completed,206.97
380,35,10,2025-01-17,Offline Trade,1,16.0,cancelled,16.0
381,78,13,2025-05-04,Amazon,1,21.93,completed,21.93
382,270,16,2025-11-01,Website,1,17.01,refunded,17.01
383,456,4,2025-12-11,Website,5,58.85,completed,294.25
384,231,10,2025-07-25,Offline Trade,1,16.0,completed,16.0
385,76,6,2025-04-22,Website,5,78.01,completed,390.05
386,183,6,2025-05-29,Amazon,5,78.01,cancelled,390.05
387,257,16,2025-10-23,eBay,3,17.01,completed,51.03
388,359,1,2025-03-15,Amazon,3,58.46,refunded,175.38
389,324,3,2025-05-21,Website,3,87.18,cancelled,261.54
390,82,3,2025-03-31,Offline Trade,5,87.18,cancelled,435.9
391,334,14,2025-01-25,eBay,4,86.37,refunded,345.48
392,160,15,2025-06-13,Offline Trade,5,64.05,refunded,320.25
393,323,15,2025-06-03,Offline Trade,2,64.05,completed,128.1
394,394,1,2025-08-31,Amazon,5,58.46,completed,292.3
395,139,15,2025-12-29,Amazon,3,64.05,refunded,192.15
396,230,8,2025-10-15,Offline Trade,1,68.99,refunded,68.99
397,241,9,2025-09-29,Amazon,5,109.74,refunded,548.7
398,486,7,2025-05-11,Amazon,2,112.57,completed,225.14
399,18,16,2025-08-19,eBay,1,17.01,completed,17.01
400,341,14,2025-04-08,Website,5,86.37,completed,431.85
401,246,9,2025-12-11,Website,4,109.74,completed,438.96
402,450,11,2025-10-28,Amazon,2,42.45,refunded,84.9
403,221,14,2025-06-20,eBay,2,86.37,completed,172.74
404,379,6,2025-04-08,Website,2,78.01,refunded,156.02
405,480,6,2025-12-23,Amazon,2,78.01,refunded,156.02
406,106,9,2025-10-10,eBay,2,109.74,completed,219.48
407,43,9,2025-08-27,eBay,4,109.74,completed,438.96
408,404,2,2025-07-04,Offline Trade,3,40.62,refunded,121.86
409,117,16,2025-08-29,eBay,1,17.01,completed,17.01
410,100,10,2025-06-10,Offline Trade,3,16.0,completed,48.0
411,492,3,2025-04-24,Amazon,5,87.18,completed,435.9
412,206,14,2025-10-11,Offline Trade,3,86.37,completed,259.11
413,184,15,2025-04-11,eBay,2,64.05,completed,128.1
414,193,13,2025-10-19,Amazon,4,21.93,refunded,87.72
415,181,4,2025-12-02,eBay,5,58.85,completed,294.25
416,286,5,2025-11-25,Offline Trade,4,111.48,refunded,445.92
417,243,13,2025-06-30,Amazon,2,21.93,completed,43.86
418,462,12,2025-09-08,Amazon,5,71.75,cancelled,358.75
419,482,13,2025-09-26,Website,1,21.93,completed,21.93
420,39,3,2025-01-04,Offline Trade,1,87.18,completed,87.18
421,59,15,2025-02-04,Amazon,2,64.05,completed,128.1
422,219,16,2025-09-16,Offline Trade,2,17.01,completed,34.02
423,64,7,2025-11-13,Offline Trade,1,112.57,refunded,112.57
424,363,4,2025-01-04,Offline Trade,1,58.85,completed,58.85
425,161,12,2025-09-29,eBay,1,71.75,cancelled,71.75
426,486,8,2025-01-09,Offline Trade,3,68.99,completed,206.97
427,9,9,2025-02-19,Amazon,1,109.74,completed,109.74
428,326,14,2025-11-14,eBay,2,86.37,completed,172.74
429,416,3,2025-07-23,Website,3,87.18,completed,261.54
430,276,4,2025-08-24,Amazon,4,58.85,completed,235.4
431,455,4,2025-12-17,Website,3,58.85,completed,176.55
432,377,5,2025-07-27,Offline Trade,1,111.48,refunded,111.48
433,468,10,2025-09-01,Website,5,16.0,completed,80.0
434,457,3,2025-02-12,Offline Trade,2,87.18,refunded,174.36
435,482,14,2025-10-17,Website,3,86.37,cancelled,259.11
436,116,12,2025-04-28,Amazon,1,71.75,cancelled,71.75
437,80,6,2025-05-19,Website,4,78.01,completed,312.04
438,466,10,2025-10-06,Website,3,16.0,completed,48.0
439,177,4,2025-01-09,Amazon,3,58.85,cancelled,176.55
440,25,9,2025-12-31,Offline Trade,2,109.74,completed,219.48
441,421,15,2025-03-25,Amazon,3,64.05,cancelled,192.15
442,22,12,2025-12-13,eBay,4,71.75,refunded,287.0
443,8,16,2025-12-19,Website,2,17.01,cancelled,34.02
444,247,11,2025-01-28,Website,3,42.45,refunded,127.35
